Age,NumberOfPersonVisiting,PreferredPropertyStar,NumberOfTrips,NumberOfChildrenVisiting,MonthlyIncome,PitchSatisfactionScore,NumberOfFollowups,DurationOfPitch,TypeofContact,CityTier,Occupation,Gender,MaritalStatus,Passport,OwnCar,Designation,ProdTaken
35,3,3,2,2,21029,4,6,13,Company Invited,3,Small Business,Female,Married,0,1,Executive,1
39,3,3,4,0,25920,1,3,31,Company Invited,1,Salaried,Male,Divorced,0,0,Senior Manager,0
36,4,3,2,3,23292,5,4,25,Company Invited,3,Small Business,Female,Divorced,1,1,Manager,1
27,4,3,5,1,23042,4,6,7,Company Invited,1,Salaried,Female,Married,0,1,Executive,0
21,3,5,3,2,21406,1,4,16,Self Enquiry,3,Salaried,Male,Unmarried,0,0,Executive,0
40,3,3,2,1,18319,3,3,30,Self Enquiry,1,Large Business,Male,Married,0,1,Manager,0
36,4,3,2,3,21108,4,5,35,Self Enquiry,3,Salaried,Female,Married,0,1,Executive,0
37,3,3,3,2,24879,3,4,7,Self Enquiry,3,Salaried,Male,Divorced,1,1,Manager,0
56,3,3,6,2,23838,2,4,9,Self Enquiry,3,Small Business,Male,Unmarried,0,0,Manager,1
36,3,5,4,1,20562,4,1,12,Company Invited,1,Salaried,Male,Married,1,1,Manager,0
31,3,3,2,1,20617,3,3,32,Company Invited,3,Small Business,Male,Married,1,0,Manager,1
24,3,4,2,1,17127,3,4,23,Self Enquiry,1,Salaried,Male,Divorced,0,1,Executive,0
40,4,5,4,3,24055,5,4,17,Self Enquiry,1,Small Business,Male,Married,0,1,Manager,0
35,3,3,2,2,20986,1,4,14,Self Enquiry,3,Large Business,Male,Married,1,0,Executive,0
37,4,3,4,3,23356,3,4,14,Self Enquiry,1,Salaried,Male,Unmarried,0,0,Executive,0
35,3,3,2,0,17014,2,3,8,Self Enquiry,3,Small Business,Female,Divorced,0,1,Executive,0
38,3,4,4,2,22875,5,4,17,Self Enquiry,1,Salaried,Male,Unmarried,1,0,Manager,0
51,4,3,5,1,32651,4,4,31,Self Enquiry,1,Salaried,Male,Divorced,1,0,AVP,0
30,3,4,3,1,22865,5,5,12,Self Enquiry,3,Small Business,Male,Married,1,0,Manager,0
40,3,5,2,1,23396,2,3,32,Self Enquiry,3,Small Business,Male,Divorced,0,1,Manager,0
29,3,5,7,1,17404,5,4,16,Self Enquiry,1,Salaried,Female,Single,1,1,Executive,1
50,2,3,1,1,32046,5,4,35,Self Enquiry,1,Salaried,Male,Divorced,0,1,AVP,0
37,4,3,2,1,28416,5,4,18,Company Invited,3,Large Business,Female,Divorced,0,0,Senior Manager,0
42,4,4,8,1,24710,3,5,13,Self Enquiry,1,Small Business,Male,Unmarried,1,1,Manager,0
30,4,3,3,3,21398,1,6,7,Company Invited,1,Salaried,Male,Married,0,0,Executive,0
53,3,4,4,1,23619,1,5,15,Self Enquiry,1,Small Business,Male,Married,0,1,Manager,1
47,4,4,6,3,27604,3,4,28,Self Enquiry,1,Small Business,Female,Married,0,1,Manager,1
30,3,3,3,2,22997,3,4,7,Company Invited,1,Large Business,Male,Divorced,0,0,Manager,0
49,3,3,2,0,21804,1,3,24,Company Invited,1,Salaried,Male,Married,1,0,Manager,0
43,3,5,5,2,31869,3,4,33,Company Invited,1,Small Business,Female,Divorced,1,0,Senior Manager,0
52,3,4,7,1,24160,2,6,9,Self Enquiry,1,Small Business,Male,Married,0,0,Manager,0
33,4,5,3,3,21634,2,4,7,Self Enquiry,1,Salaried,Male,Unmarried,0,0,Executive,0
40,3,3,2,2,30709,1,5,31,Self Enquiry,3,Small Business,Female,Married,0,1,AVP,0
37,3,3,2,1,27536,2,5,19,Self Enquiry,1,Small Business,Fe Male,Unmarried,0,1,Senior Manager,0
31,4,3,3,3,21371,3,4,31,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
32,2,4,7,1,21735,3,5,6,Self Enquiry,3,Salaried,Male,Unmarried,0,0,Manager,1
58,2,3,1,0,17380,2,4,8,Company Invited,1,Salaried,Male,Married,1,0,Executive,1
54,2,5,3,1,20940,4,3,9,Self Enquiry,3,Small Business,Female,Divorced,0,1,Manager,0
50,2,3,4,0,21796,5,3,14,Company Invited,3,Large Business,Male,Divorced,1,1,Manager,1
28,2,4,2,1,17154,4,4,14,Self Enquiry,1,Salaried,Female,Single,0,0,Executive,1
42,4,3,5,2,26867,1,4,16,Self Enquiry,3,Salaried,Male,Married,1,0,Senior Manager,0
52,3,4,7,2,31168,3,5,15,Self Enquiry,1,Salaried,Male,Divorced,0,1,Senior Manager,0
50,3,3,1,2,32399,5,3,6,Self Enquiry,1,Small Business,Male,Married,0,0,AVP,0
33,3,3,3,2,24074,4,4,17,Self Enquiry,3,Small Business,Male,Unmarried,0,0,Manager,0
26,2,3,2,0,20296,5,3,6,Self Enquiry,3,Salaried,Male,Divorced,0,1,Manager,0
46,3,5,2,2,25453,1,3,6,Self Enquiry,3,Small Business,Female,Married,0,1,Senior Manager,0
21,2,5,2,1,16416,3,4,16,Self Enquiry,1,Salaried,Female,Single,0,0,Executive,1
33,3,3,5,1,29837,1,4,10,Self Enquiry,1,Salaried,Female,Single,0,1,Senior Manager,0
44,3,5,2,1,28663,5,4,14,Self Enquiry,1,Salaried,Female,Divorced,0,1,Senior Manager,0
27,2,3,2,0,16706,1,3,9,Company Invited,1,Small Business,Male,Married,0,0,Executive,0
36,4,4,2,3,26698,2,4,23,Self Enquiry,3,Small Business,Male,Divorced,0,1,Senior Manager,0
36,3,3,3,2,23279,4,4,25,Self Enquiry,3,Small Business,Female,Married,0,1,Manager,0
54,2,3,1,0,28549,4,3,8,Self Enquiry,1,Large Business,Female,Married,0,0,Senior Manager,0
41,2,5,2,1,23392,3,1,6,Self Enquiry,3,Small Business,Male,Married,0,1,Senior Manager,0
23,3,3,3,2,21549,1,4,22,Self Enquiry,1,Small Business,Female,Unmarried,0,1,Executive,0
50,2,4,2,0,33200,2,3,9,Company Invited,2,Small Business,Male,Divorced,0,1,VP,0
42,3,4,2,2,32248,5,5,35,Self Enquiry,1,Salaried,Female,Married,0,1,AVP,0
26,3,3,2,2,17340,3,5,30,Self Enquiry,1,Large Business,Male,Single,1,1,Executive,1
28,3,3,3,1,27404,2,4,15,Company Invited,3,Salaried,Male,Unmarried,0,1,Senior Manager,0
22,2,3,1,1,17853,3,4,9,Company Invited,1,Salaried,Male,Married,1,0,Executive,1
38,3,5,2,1,21460,3,4,17,Self Enquiry,1,Salaried,Female,Married,1,1,Executive,0
33,2,3,2,0,17008,3,4,6,Company Invited,1,Small Business,Male,Married,0,0,Executive,0
30,2,3,6,1,21877,1,4,8,Self Enquiry,1,Small Business,Female,Unmarried,1,1,Manager,0
31,4,3,8,3,20858,5,5,15,Company Invited,2,Salaried,Female,Married,0,1,Executive,1
27,3,3,3,2,23098,5,2,10,Self Enquiry,1,Small Business,Male,Divorced,0,1,Executive,0
30,3,5,2,1,18072,2,3,15,Company Invited,1,Small Business,Male,Married,0,0,Manager,0
30,4,4,4,1,25322,4,5,9,Self Enquiry,3,Small Business,Male,Married,0,1,Manager,0
35,2,3,4,0,25221,3,3,13,Self Enquiry,1,Salaried,Male,Unmarried,0,0,Senior Manager,0
31,3,3,1,2,28675,4,3,9,Company Invited,1,Small Business,Male,Married,0,1,Senior Manager,0
39,3,3,3,1,21522,4,2,7,Self Enquiry,2,Salaried,Male,Divorced,0,1,Executive,0
37,4,3,2,2,22066,2,5,16,Self Enquiry,1,Small Business,Male,Divorced,1,0,Executive,1
24,4,5,3,1,20279,3,2,13,Self Enquiry,1,Salaried,Male,Married,1,0,Executive,1
19,2,3,2,0,16102,5,4,8,Self Enquiry,1,Salaried,Male,Single,0,1,Executive,1
22,3,3,3,1,21288,4,4,16,Company Invited,3,Small Business,Male,Unmarried,0,1,Executive,0
41,2,5,3,0,18072,2,3,25,Self Enquiry,1,Salaried,Male,Married,0,1,Manager,0
34,2,3,1,0,20484,4,3,6,Self Enquiry,1,Salaried,Male,Married,0,1,Manager,0
39,4,5,3,3,32260,4,4,7,Self Enquiry,1,Large Business,Female,Divorced,0,1,Senior Manager,0
35,3,3,3,2,28225,4,5,9,Company Invited,1,Salaried,Male,Married,0,0,Manager,0
54,2,3,4,0,31032,3,3,17,Company Invited,1,Small Business,Female,Married,0,1,AVP,0
54,2,3,1,0,25739,5,3,23,Self Enquiry,1,Large Business,Female,Divorced,0,1,Senior Manager,0
47,4,4,7,3,25992,1,4,17,Self Enquiry,3,Salaried,Female,Married,0,0,Senior Manager,1
45,2,3,2,1,20770,4,4,8,Self Enquiry,1,Salaried,Female,Married,0,1,Manager,0
37,2,3,3,0,21694,4,4,16,Self Enquiry,3,Salaried,Female,Married,1,0,Manager,0
39,4,5,2,2,25351,3,4,36,Self Enquiry,1,Small Business,Male,Divorced,1,0,Manager,1
38,3,5,1,1,21673,3,3,35,Self Enquiry,1,Small Business,Male,Divorced,1,0,Manager,1
29,4,3,4,2,22163,4,4,9,Self Enquiry,1,Salaried,Male,Unmarried,0,1,Executive,1
29,3,5,2,1,17119,3,5,14,Self Enquiry,1,Salaried,Male,Married,1,0,Executive,1
43,3,3,4,1,23943,2,4,28,Company Invited,1,Small Business,Female,Married,0,0,Manager,0
29,3,3,2,1,25352,3,6,7,Company Invited,1,Salaried,Female,Divorced,0,1,Manager,0
54,3,3,4,1,32426,1,3,28,Self Enquiry,1,Small Business,Female,Married,0,1,AVP,0
34,4,3,3,1,32136,2,4,7,Company Invited,1,Salaried,Female,Single,1,1,Senior Manager,0
25,2,4,2,0,17413,2,4,25,Self Enquiry,3,Small Business,Male,Divorced,1,0,Executive,1
53,2,3,4,0,32584,5,3,9,Self Enquiry,1,Small Business,Male,Married,1,1,AVP,0
34,3,3,3,2,23217,3,4,32,Company Invited,3,Small Business,Female,Married,0,0,Manager,0
33,4,3,2,1,20992,5,4,7,Company Invited,1,Salaried,Male,Married,0,1,Executive,0
35,4,3,4,2,22711,4,4,9,Company Invited,1,Salaried,Male,Unmarried,0,1,Manager,0
26,3,3,2,0,17007,2,4,6,Company Invited,1,Small Business,Female,Married,0,1,Executive,0
53,3,3,4,1,26647,2,5,10,Self Enquiry,1,Small Business,Male,Divorced,1,0,Senior Manager,0
35,3,3,2,1,22415,1,4,10,Self Enquiry,2,Salaried,Male,Married,0,1,Executive,0
33,2,3,5,1,22119,3,4,11,Self Enquiry,1,Salaried,Male,Married,0,1,Senior Manager,0
33,3,3,3,1,23688,5,4,13,Self Enquiry,3,Small Business,Male,Unmarried,0,1,Manager,0
58,2,3,2,1,17372,3,3,29,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
48,2,3,3,0,31885,2,1,6,Company Invited,1,Small Business,Male,Single,0,0,AVP,0
27,4,3,3,1,21337,2,4,13,Self Enquiry,1,Salaried,Female,Divorced,1,0,Executive,0
37,4,5,3,3,26265,2,5,15,Company Invited,3,Salaried,Male,Unmarried,0,0,Senior Manager,0
38,4,5,3,3,22242,3,3,28,Self Enquiry,1,Salaried,Male,Divorced,1,0,Executive,0
31,2,3,2,0,16129,5,5,8,Self Enquiry,1,Small Business,Female,Married,1,1,Executive,0
27,4,5,2,2,21780,3,4,10,Company Invited,1,Large Business,Male,Unmarried,0,0,Executive,1
32,2,3,2,0,21162,4,3,6,Self Enquiry,1,Small Business,Male,Divorced,1,1,Manager,0
34,3,3,2,1,32288,5,4,22,Self Enquiry,1,Small Business,Male,Divorced,1,0,Senior Manager,1
34,3,4,2,2,20433,5,3,9,Self Enquiry,1,Salaried,Female,Married,0,1,Manager,0
33,4,3,3,3,25000,5,4,16,Self Enquiry,1,Salaried,Female,Married,1,1,Manager,0
51,2,4,2,1,29026,3,3,11,Self Enquiry,2,Salaried,Male,Married,1,1,AVP,0
31,2,3,2,1,22143,4,3,13,Self Enquiry,1,Small Business,Female,Unmarried,1,1,Senior Manager,0
46,4,3,3,2,20952,3,5,9,Self Enquiry,1,Salaried,Female,Single,0,1,Executive,0
60,2,5,1,1,20405,4,3,22,Self Enquiry,3,Small Business,Male,Single,0,1,Manager,0
32,4,3,2,2,22607,4,4,19,Self Enquiry,1,Small Business,Female,Married,1,1,Executive,0
30,3,3,2,1,21578,1,4,16,Self Enquiry,3,Small Business,Male,Married,0,0,Manager,0
27,3,4,1,1,21349,1,3,6,Company Invited,3,Small Business,Male,Married,1,0,Manager,0
31,3,3,2,1,20963,4,4,11,Company Invited,1,Large Business,Male,Single,1,1,Executive,1
29,3,4,1,2,18180,5,3,8,Company Invited,1,Salaried,Female,Divorced,0,0,Executive,0
38,3,3,4,1,25372,4,5,17,Self Enquiry,3,Salaried,Female,Married,1,0,Manager,0
50,3,4,6,1,26081,4,4,15,Self Enquiry,1,Salaried,Female,Divorced,0,0,Senior Manager,0
45,4,5,2,1,29160,4,5,7,Self Enquiry,2,Small Business,Male,Divorced,0,1,Senior Manager,1
42,1,3,2,0,19907,3,3,6,Self Enquiry,3,Salaried,Male,Married,0,1,Manager,0
42,4,3,5,3,25760,3,4,30,Self Enquiry,3,Salaried,Male,Unmarried,1,0,Senior Manager,0
47,3,3,4,2,17976,4,3,10,Company Invited,3,Small Business,Male,Single,0,0,Manager,0
56,2,5,5,1,20380,5,4,17,Self Enquiry,3,Small Business,Female,Married,0,0,Manager,0
26,4,5,3,3,22872,4,4,10,Self Enquiry,3,Salaried,Male,Married,1,0,Manager,0
47,4,5,2,3,23293,2,5,15,Self Enquiry,1,Salaried,Female,Married,1,1,Manager,0
42,3,3,2,2,24908,1,4,17,Company Invited,3,Salaried,Male,Unmarried,0,0,Manager,0
43,3,3,8,1,21437,3,2,26,Company Invited,1,Small Business,Male,Married,1,0,Executive,1
24,3,4,2,2,17210,1,3,23,Self Enquiry,1,Salaried,Female,Married,0,1,Executive,1
35,3,5,3,1,20985,3,6,23,Company Invited,1,Large Business,Male,Married,1,1,Executive,1
31,4,4,3,2,23887,3,5,11,Self Enquiry,3,Small Business,Female,Married,1,1,Manager,0
33,2,4,2,0,20488,3,1,6,Company Invited,1,Salaried,Female,Married,1,1,Manager,0
33,4,4,2,3,20947,1,5,7,Self Enquiry,3,Small Business,Male,Married,0,0,Executive,0
49,3,3,4,1,22729,5,4,9,Self Enquiry,3,Small Business,Female,Divorced,0,1,Manager,0
32,4,3,6,3,24138,5,3,13,Self Enquiry,3,Small Business,Male,Married,0,1,Manager,0
50,4,3,3,1,25482,1,4,25,Company Invited,1,Salaried,Male,Married,1,0,Manager,0
45,3,3,5,1,28926,4,5,14,Self Enquiry,1,Small Business,Female,Married,0,0,Senior Manager,0
37,2,3,6,0,17973,1,3,27,Company Invited,3,Small Business,Female,Married,0,1,Executive,0
50,3,4,5,2,29144,4,4,14,Self Enquiry,1,Salaried,Male,Married,0,0,Senior Manager,0
37,3,5,2,1,22085,1,5,16,Self Enquiry,3,Salaried,Male,Unmarried,0,0,Executive,1
33,3,5,2,2,22878,4,4,16,Self Enquiry,1,Small Business,Female,Unmarried,0,1,Executive,1
28,3,5,7,1,22976,3,5,7,Company Invited,1,Large Business,Male,Married,0,1,Manager,0
27,3,3,3,2,21044,2,5,12,Company Invited,1,Small Business,Female,Divorced,1,0,Executive,1
48,3,3,5,2,21654,4,4,11,Company Invited,3,Small Business,Male,Unmarried,0,0,Manager,0
35,3,5,2,2,17450,1,4,6,Self Enquiry,1,Small Business,Male,Single,0,0,Executive,0
43,3,3,2,1,32603,3,4,21,Self Enquiry,1,Salaried,Male,Married,0,1,AVP,0
32,3,3,2,2,20309,4,3,30,Company Invited,1,Salaried,Male,Married,0,1,Manager,0
46,2,3,1,1,34328,1,3,8,Self Enquiry,1,Small Business,Male,Married,1,1,VP,0
45,4,5,4,3,23711,3,2,7,Self Enquiry,1,Salaried,Male,Married,0,1,Manager,0
43,4,5,5,2,21254,3,4,7,Self Enquiry,1,Salaried,Female,Married,0,1,Executive,0
41,2,4,3,1,23938,3,4,9,Self Enquiry,3,Salaried,Male,Married,0,0,Manager,0
30,3,3,2,1,26231,5,4,21,Company Invited,1,Salaried,Fe Male,Unmarried,1,1,Senior Manager,1
37,4,5,3,1,26265,1,5,15,Company Invited,3,Salaried,Male,Unmarried,0,0,Senior Manager,0
32,3,4,2,1,17794,2,2,13,Company Invited,1,Salaried,Male,Divorced,0,0,Executive,0
26,4,5,7,2,22709,5,4,10,Self Enquiry,1,Small Business,Male,Divorced,0,1,Executive,1
31,2,4,2,0,17501,3,3,6,Self Enquiry,1,Small Business,Male,Single,0,0,Executive,0
36,2,3,4,0,18038,1,1,12,Self Enquiry,1,Salaried,Female,Married,0,0,Executive,0
27,3,4,3,1,17517,5,5,8,Self Enquiry,3,Small Business,Female,Single,1,1,VP,1
30,3,5,1,1,23412,1,3,28,Company Invited,3,Salaried,Female,Married,0,1,Senior Manager,0
34,3,3,2,2,21459,1,4,16,Self Enquiry,1,Small Business,Male,Married,0,0,Executive,0
28,3,3,2,1,20723,2,5,10,Self Enquiry,1,Small Business,Male,Single,0,0,Executive,0
35,2,3,1,1,20363,1,4,6,Self Enquiry,1,Small Business,Female,Divorced,0,1,Manager,0
34,4,3,3,2,24183,3,4,9,Self Enquiry,3,Small Business,Male,Married,0,1,Manager,0
37,4,3,8,1,23915,3,4,34,Self Enquiry,1,Small Business,Male,Married,0,0,Manager,0
35,3,5,1,0,17144,3,3,24,Self Enquiry,3,Small Business,Male,Married,0,0,Manager,0
36,1,4,5,0,17088,4,3,9,Company Invited,1,Small Business,Male,Single,0,1,Executive,0
52,4,4,7,3,31820,1,4,17,Self Enquiry,3,Salaried,Female,Married,0,1,Senior Manager,1
43,3,4,2,2,21444,1,4,19,Self Enquiry,1,Small Business,Male,Married,0,1,Executive,0
47,3,3,2,0,20067,1,1,22,Company Invited,1,Small Business,Male,Married,1,1,Manager,0
30,3,3,4,2,25609,2,4,27,Self Enquiry,3,Small Business,Male,Married,0,1,Manager,0
35,2,3,2,1,25388,3,3,31,Self Enquiry,1,Small Business,Female,Married,1,1,Senior Manager,0
32,4,3,5,1,23237,3,6,27,Self Enquiry,3,Salaried,Female,Divorced,1,1,Manager,1
33,4,4,3,2,21472,1,2,14,Company Invited,1,Salaried,Male,Married,0,0,Executive,0
33,2,4,3,0,23380,5,4,31,Self Enquiry,3,Small Business,Male,Unmarried,1,1,Senior Manager,1
53,2,3,4,1,22005,3,1,30,Self Enquiry,1,Small Business,Male,Married,0,0,Senior Manager,0
31,2,5,2,0,18065,1,3,9,Company Invited,1,Small Business,Male,Married,1,0,Executive,0
42,2,3,2,1,34232,2,3,10,Self Enquiry,1,Large Business,Male,Divorced,0,0,VP,0
28,3,3,4,2,21258,3,4,9,Company Invited,1,Small Business,Male,Single,0,0,Executive,0
29,4,4,2,1,20894,2,6,7,Self Enquiry,1,Salaried,Female,Single,1,1,Executive,1
35,4,5,3,3,24803,1,4,22,Self Enquiry,3,Small Business,Fe Male,Unmarried,0,1,Manager,0
36,3,3,3,2,22692,3,4,28,Self Enquiry,1,Salaried,Female,Divorced,1,0,Manager,0
36,3,5,2,2,28260,4,4,11,Self Enquiry,3,Large Business,Male,Unmarried,1,1,Senior Manager,1
48,3,3,2,2,17559,1,5,30,Company Invited,3,Salaried,Male,Single,1,1,Executive,1
43,2,3,1,0,20346,1,5,15,Self Enquiry,3,Small Business,Female,Single,0,0,Manager,1
26,2,4,2,1,21397,5,3,6,Company Invited,1,Salaried,Female,Married,0,0,Manager,0
30,3,5,1,2,26416,1,1,14,Self Enquiry,1,Salaried,Female,Married,1,0,Senior Manager,0
39,3,5,1,1,17404,2,3,12,Self Enquiry,1,Small Business,Male,Divorced,1,1,Executive,1
34,3,4,3,0,17311,3,3,33,Self Enquiry,1,Small Business,Female,Single,0,0,Executive,0
38,4,5,6,3,20751,1,4,13,Self Enquiry,2,Salaried,Male,Married,1,0,Executive,1
33,3,3,3,1,24887,4,4,10,Company Invited,1,Salaried,Fe Male,Unmarried,0,1,Executive,1
32,3,4,2,0,17743,5,4,19,Company Invited,1,Salaried,Female,Divorced,0,0,Executive,0
44,2,4,1,1,20933,1,3,10,Self Enquiry,1,Small Business,Male,Single,0,1,Manager,0
41,3,4,7,2,21032,3,4,12,Self Enquiry,1,Small Business,Male,Single,1,1,Manager,0
39,3,3,5,2,23927,5,5,9,Company Invited,3,Salaried,Male,Divorced,0,1,Manager,0
30,4,3,8,1,21129,5,2,16,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
53,3,3,2,1,22936,3,4,26,Company Invited,1,Small Business,Male,Married,0,1,Executive,0
46,2,5,6,1,23684,4,4,11,Self Enquiry,3,Salaried,Female,Married,1,0,Manager,0
46,2,5,3,0,28225,3,1,9,Self Enquiry,3,Large Business,Female,Married,0,1,AVP,0
40,2,3,1,0,34436,5,3,8,Self Enquiry,1,Small Business,Male,Married,0,0,VP,0
32,3,3,5,2,21007,4,5,14,Self Enquiry,3,Salaried,Male,Married,0,1,Executive,0
40,3,4,5,2,28194,3,1,30,Company Invited,3,Salaried,Fe Male,Unmarried,1,1,AVP,1
36,3,3,2,0,22596,2,4,8,Self Enquiry,3,Small Business,Male,Divorced,0,1,Senior Manager,0
34,3,3,1,2,24725,5,1,6,Self Enquiry,3,Small Business,Male,Married,0,1,Manager,0
38,2,3,1,0,20745,3,3,29,Self Enquiry,1,Salaried,Male,Married,0,0,Manager,0
37,2,3,2,0,24434,1,3,9,Self Enquiry,1,Salaried,Male,Married,0,1,Senior Manager,0
38,2,4,2,0,17440,1,4,8,Company Invited,1,Small Business,Female,Single,0,1,Executive,0
26,3,3,3,2,24422,3,5,12,Self Enquiry,3,Small Business,Male,Unmarried,1,0,Manager,1
42,2,5,2,0,22406,1,3,30,Self Enquiry,1,Small Business,Male,Married,1,1,Senior Manager,0
25,2,3,3,0,23639,4,4,34,Self Enquiry,3,Salaried,Male,Divorced,0,0,Manager,0
33,4,4,3,3,23906,1,5,15,Self Enquiry,3,Large Business,Female,Married,1,1,Manager,0
35,2,3,2,1,20204,4,3,13,Self Enquiry,3,Salaried,Female,Married,1,1,Manager,0
41,3,4,4,2,32435,1,5,15,Company Invited,1,Small Business,Male,Married,0,1,Senior Manager,0
55,2,3,4,1,20415,2,3,26,Self Enquiry,1,Large Business,Male,Divorced,1,1,Manager,0
28,3,4,3,2,21156,3,4,12,Self Enquiry,1,Salaried,Female,Single,1,0,Executive,0
34,3,3,5,1,23360,3,5,17,Company Invited,3,Small Business,Male,Unmarried,0,1,Manager,0
33,2,3,1,0,26691,4,3,13,Self Enquiry,1,Small Business,Male,Divorced,0,0,Senior Manager,0
38,3,3,3,1,21004,2,4,16,Company Invited,1,Small Business,Male,Divorced,1,0,Executive,0
39,4,3,5,3,28502,3,4,17,Self Enquiry,1,Small Business,Female,Divorced,0,1,Manager,0
58,2,4,3,1,25552,5,4,11,Self Enquiry,1,Large Business,Female,Married,1,1,Senior Manager,0
40,3,3,3,0,21380,3,4,28,Self Enquiry,3,Small Business,Male,Married,1,1,Manager,1
31,4,4,3,1,21154,3,4,9,Self Enquiry,3,Large Business,Male,Married,0,1,Executive,0
37,3,3,1,2,21347,3,3,11,Self Enquiry,1,Small Business,Male,Married,0,1,Manager,0
36,3,3,3,2,29066,3,4,32,Self Enquiry,1,Small Business,Female,Married,1,1,Senior Manager,0
20,4,4,3,1,20161,3,4,10,Self Enquiry,1,Small Business,Female,Single,0,1,Executive,0
31,3,3,5,1,21582,5,3,8,Self Enquiry,3,Salaried,Male,Unmarried,1,1,Manager,0
30,2,3,3,1,24419,4,3,11,Self Enquiry,3,Salaried,Female,Divorced,0,1,Senior Manager,0
35,2,3,2,0,23837,1,3,32,Self Enquiry,2,Salaried,Fe Male,Unmarried,1,1,Senior Manager,0
28,3,3,3,2,28659,2,4,27,Company Invited,3,Salaried,Fe Male,Single,0,1,Manager,0
49,3,4,2,0,20130,1,4,14,Company Invited,1,Salaried,Male,Married,0,0,Manager,0
27,3,3,3,2,21055,5,4,28,Self Enquiry,1,Small Business,Male,Married,0,1,Executive,1
21,3,4,3,2,21514,4,5,7,Self Enquiry,1,Salaried,Female,Unmarried,0,0,Executive,0
48,2,3,4,0,32174,5,3,28,Company Invited,1,Small Business,Female,Married,0,0,AVP,0
55,3,5,4,1,24618,4,4,10,Self Enquiry,3,Small Business,Female,Married,0,1,Manager,0
44,2,3,4,0,25248,4,4,13,Self Enquiry,1,Small Business,Female,Divorced,0,1,Senior Manager,0
20,4,4,2,1,21672,4,4,12,Self Enquiry,3,Salaried,Male,Unmarried,1,1,Senior Manager,1
34,3,3,4,2,17768,5,4,8,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
30,3,5,5,1,20740,4,4,14,Self Enquiry,1,Salaried,Male,Single,0,0,Executive,0
42,3,5,1,2,21272,2,1,8,Company Invited,2,Small Business,Male,Divorced,0,0,Manager,0
34,2,4,2,1,23621,2,4,15,Self Enquiry,1,Small Business,Fe Male,Unmarried,0,1,Senior Manager,0
27,4,3,3,3,21018,3,6,31,Self Enquiry,1,Large Business,Male,Single,1,1,Executive,1
34,3,3,3,0,18280,2,1,6,Self Enquiry,1,Salaried,Female,Single,0,0,Executive,0
34,2,3,2,0,20747,1,4,28,Company Invited,1,Salaried,Male,Married,1,1,Manager,0
22,2,3,2,1,17871,2,3,21,Self Enquiry,1,Small Business,Female,Single,0,1,Executive,0
47,2,3,4,1,17976,4,3,10,Company Invited,3,Small Business,Male,Single,0,0,Manager,0
40,4,3,2,3,21747,4,5,10,Self Enquiry,1,Small Business,Male,Married,0,0,Manager,0
30,4,4,2,1,21969,5,4,17,Company Invited,1,Salaried,Female,Married,0,1,Executive,0
31,3,3,5,1,21582,5,3,8,Self Enquiry,3,Salaried,Male,Unmarried,1,1,Manager,0
27,3,5,8,1,20720,5,4,9,Company Invited,1,Salaried,Male,Married,1,0,Executive,1
28,3,5,1,1,20661,5,1,22,Self Enquiry,1,Small Business,Male,Single,0,0,Manager,0
35,3,3,1,2,17430,4,4,34,Self Enquiry,3,Salaried,Female,Married,0,1,Executive,0
41,2,3,5,0,17778,3,5,8,Self Enquiry,1,Salaried,Female,Married,1,0,Executive,1
31,3,3,2,2,25025,3,4,16,Self Enquiry,2,Salaried,Male,Married,1,1,Manager,0
30,4,3,3,1,24239,2,4,10,Self Enquiry,3,Small Business,Female,Divorced,0,0,Manager,0
39,4,3,2,2,29287,2,4,10,Self Enquiry,3,Salaried,Male,Married,0,1,Senior Manager,0
37,3,3,6,1,21249,3,2,30,Company Invited,1,Small Business,Male,Married,0,0,Manager,0
43,4,3,2,1,24922,3,5,21,Self Enquiry,3,Small Business,Fe Male,Unmarried,0,1,Manager,0
39,4,3,5,3,24755,3,4,17,Company Invited,2,Salaried,Male,Married,0,0,Manager,0
40,2,5,6,0,25475,5,4,11,Company Invited,3,Salaried,Male,Married,1,0,Senior Manager,0
33,3,4,6,2,23561,4,4,9,Self Enquiry,1,Small Business,Male,Married,0,1,Manager,1
41,4,3,2,2,29533,1,5,11,Self Enquiry,3,Small Business,Male,Married,0,1,Senior Manager,0
43,3,3,6,1,25798,4,4,31,Self Enquiry,3,Small Business,Male,Married,0,1,Senior Manager,0
38,4,3,2,1,25025,3,4,12,Self Enquiry,1,Small Business,Male,Married,0,0,Manager,0
32,4,5,3,2,25511,1,4,18,Self Enquiry,1,Small Business,Male,Married,1,1,Manager,0
24,3,5,4,2,21497,4,3,11,Self Enquiry,1,Small Business,Male,Divorced,0,0,Executive,0
32,3,4,2,1,16393,3,3,8,Self Enquiry,1,Salaried,Male,Single,0,1,Executive,1
55,3,3,2,1,29417,5,4,24,Self Enquiry,1,Large Business,Female,Divorced,0,1,Senior Manager,0
29,4,4,2,3,21879,1,5,9,Self Enquiry,1,Salaried,Male,Married,0,0,Executive,0
